section,continent,country,group,supergroup/association,site,unit,shared?,name,intermediate detrital?,intermediate intrusive?,depositional?,height,depth,depth_adj,age,age_std,constraint type (with respect to section age),method,material,Reference,Include in sedimentation rate calculations?,Exclude?,notes
Albanel Formation,North America,Canada,Mistassini Group,,,,FALSE,Mistassini Group detrital,FALSE,FALSE,FALSE,,2494,,2143,8.5,max,U-Pb LA-MC-ICPMS,detrital zircons,"Hodgskiss et al., unpublished",N,FALSE,"From Hodgskiss et al. (2023) methods for unpublished data: ""A sample of detrital zircon-rich immature sandstone was collected from the base of the Mistassini Group, at the contact between the underlying Superior Craton and the overlying Mistassini Group, and therefore provide a maximum depositional age for the succession....Approximately 350 zircons were then randomly selected for mounting in epoxy and subsequent dating."""
Albanel Formation,North America,Canada,Mistassini Group,,,Kallio Formation (upper Mistassini Basin),FALSE,Kallio Formation,FALSE,FALSE,FALSE,,54,,1826,7.5,min,Re-Os,carbonaceous shale,Bekker et al. (2012),N,FALSE,Depositional age for stratigraphically higher Kallio Formation provides a minimum age for the Albanel Formation.
Belcher Group Composite,North America,Canada,,,,Kasegalik Formation,FALSE,Kasegalik detrital,FALSE,FALSE,FALSE,-1,,,2120.6,1.25,max,U-Pb CA-IDTIMS,detrital zircons from sandstone,Hodgskiss et al. (2019),N,FALSE,"Detrital zircons from the middle Kasegalik Formation; using as maximum age for formation (and thus for section). Using combined analytical, tracer, and decay constant uncertainties."
Belcher Group Composite,North America,Canada,,,,Kasegalik Formation,FALSE,Lower Kasegalik tuff,FALSE,FALSE,FALSE,150,,,2018.5,1.05,depositional,U-Pb CA-IDTIMS,zircons from tuff,Hodgskiss et al. (2019),Y,FALSE,"Tuff in the Lower Kasegalik Formation (approx. 150 meters above lowest exposure). Using combined analytical, tracer, and decay constant uncertainties. "
Belcher Group Composite,North America,Canada,,,,Kasegalik Formation,FALSE,Upper Kasegalik tuff,FALSE,FALSE,FALSE,960,,,2015.4,1.3,depositional,U-Pb CA-IDTIMS,zircons from tuff,Hodgskiss et al. (2019),Y,FALSE,"Tuff in the Upper Kasegalik Formation (approx. 100 meters below the Kasegalik-Eskimo contact); height in section estimated from Figure 2. Using combined analytical, tracer, and decay constant uncertainties. "
Belcher Group Composite,North America,Canada,,,,Feeder sills associated with the Flaherty Formation basalts,FALSE,Flaherty Formation sills,FALSE,FALSE,FALSE,3800,,,1870,1.5,min,,baddeleyite from feeder sills,Hamilton et al. (2009),N,FALSE,No analytical details available; age reported in conference abstract.
Denison Mine,North America,Canada,,Huronian Supergroup,,Thessalon Formation,TRUE,Copper Cliff Rhyolite,FALSE,FALSE,FALSE,-1,,,2452.5,3.1,max,U-Pb ID-TIMS,zircons from rhyolite,Ketchum et al. (2013),N,FALSE,Depositional age for stratigraphically lower unit provides a maximum age for section.
Denison Mine,North America,Canada,,Huronian Supergroup,,Gordon Lake Formation,TRUE,Gordon Lake Tuffs,FALSE,FALSE,FALSE,147,,,2318,4,min,U-Pb SHRIMP,zircons from tuff,Rasmussen et al. (2024),N,FALSE,Depositional age for stratigraphically higher Gordon Lake formation provides a minimum age constraint for the section. 
Echo Lake,North America,Canada,,Huronian Supergroup,,Thessalon Formation,TRUE,Copper Cliff Rhyolite,FALSE,FALSE,FALSE,0,,,2452.5,3.1,max,U-Pb ID-TIMS,zircons from rhyolite,Ketchum et al. (2013),N,FALSE,Depositional age for stratigraphically lower unit provides a maximum age for section.
Echo Lake,North America,Canada,,Huronian Supergroup,,Gordon Lake Formation,TRUE,Gordon Lake Tuffs,FALSE,FALSE,FALSE,84,,,2318,4,min,U-Pb SHRIMP,zircons from tuff,Rasmussen et al. (2024),N,FALSE,Depositional age for stratigraphically higher Gordon Lake formation provides a minimum age constraint for the section. 
Geneva Lake 2,North America,Canada,,Huronian Supergroup,,Thessalon Formation,TRUE,Copper Cliff Rhyolite,FALSE,FALSE,FALSE,-1,,,2452.5,3.1,max,U-Pb ID-TIMS,zircons from rhyolite,Ketchum et al. (2013),N,FALSE,Depositional age for stratigraphically lower unit provides a maximum age for section.
Geneva Lake 2,North America,Canada,,Huronian Supergroup,,Gordon Lake Formation,TRUE,Gordon Lake Tuffs,FALSE,FALSE,FALSE,11,,,2318,4,min,U-Pb SHRIMP,zircons from tuff,Rasmussen et al. (2024),N,FALSE,Depositional age for stratigraphically higher Gordon Lake formation provides a minimum age constraint for the section. 
Geneva Lake 3,North America,Canada,,Huronian Supergroup,,Thessalon Formation,TRUE,Copper Cliff Rhyolite,FALSE,FALSE,FALSE,0,,,2452.5,3.1,max,U-Pb ID-TIMS,zircons from rhyolite,Ketchum et al. (2013),N,FALSE,Depositional age for stratigraphically lower unit provides a maximum age for section.
Geneva Lake 3,North America,Canada,,Huronian Supergroup,,Gordon Lake Formation,TRUE,Gordon Lake Tuffs,FALSE,FALSE,FALSE,6,,,2318,4,min,U-Pb SHRIMP,zircons from tuff,Rasmussen et al. (2024),N,FALSE,Depositional age for stratigraphically higher Gordon Lake formation provides a minimum age constraint for the section. 
Gordon Lake Formation,North America,Canada,,Huronian Supergroup,,Gordon Lake Formation,TRUE,Gordon Lake Tuffs,FALSE,FALSE,FALSE,0,,,2318,4,max,U-Pb SHRIMP,zircons from tuff,Rasmussen et al. (2024),N,FALSE,"Age for tuff located approx. 62 meters above the contact between the Gordon Lake Formation and the underlying Lorrain Formation. Treating as maximum age for section, but note that carbonates are described as being localized to the basal/lower Gordon Lake formation (total thickness 300-700 m); therefore, geochemical data may be located tens of meters below the dated horizon. Dated horizons in Rasmussen et al. (2013), which yielded similar ages, were described as being ""collected from the lower part of the succession, which contains dolomite with highly positive d13C values"". 

Note that age is similar to detrital zircon ages reported from the upper Gordon Lake Formation (Hill et al. 2018; MDA of 2135 +/- 5 Ma). "
Gordon Lake Formation,North America,Canada,,Huronian Supergroup,,Nipissing Intrusions,TRUE,Nipissing Intrusions,FALSE,FALSE,FALSE,2,,,2217.2,2,min,U-Pb ID-TIMS,badelleyite from diabase,Noble and Lightfoot (1992),N,FALSE,"Intrudes entire Huronian Supergroup, providing a minimum age constraint for the succession. "
ML1801,North America,Canada,,Kaniapiskau Supergroup/Labrador Trough,,Menihek Formation,TRUE,Menihek,FALSE,FALSE,FALSE,229,,,1884,0.8,min,U-Pb ICP-MS,zircons from gabbro sills,Findlay et al. (1995),N,FALSE,Gabbro sills are interpreted as feeder sills to basalt within the stratigraphically higher Menihek Formation; thus provides a minimum age for underlying units.
ML1803,North America,Canada,,Kaniapiskau Supergroup/Labrador Trough,,Menihek Formation,TRUE,Menihek,FALSE,FALSE,FALSE,70,,,1884,0.8,min,U-Pb ICP-MS,zircons from gabbro sills,Findlay et al. (1995),N,FALSE,Gabbro sills are interpreted as feeder sills to basalt within the stratigraphically higher Menihek Formation; thus provides a minimum age for underlying units.
ML1804,North America,Canada,,Kaniapiskau Supergroup/Labrador Trough,,Menihek Formation,TRUE,Menihek,FALSE,FALSE,FALSE,1044,,,1884,0.8,min,U-Pb ICP-MS,zircons from gabbro sills,Findlay et al. (1995),N,FALSE,Gabbro sills are interpreted as feeder sills to basalt within the stratigraphically higher Menihek Formation; thus provides a minimum age for underlying units.
ML1805,North America,Canada,,Kaniapiskau Supergroup/Labrador Trough,,Menihek Formation,TRUE,Menihek,FALSE,FALSE,FALSE,86,,,1884,0.8,min,U-Pb ICP-MS,zircons from gabbro sills,Findlay et al. (1995),N,FALSE,Gabbro sills are interpreted as feeder sills to basalt within the stratigraphically higher Menihek Formation; thus provides a minimum age for underlying units.
ML1807,North America,Canada,,Kaniapiskau Supergroup/Labrador Trough,,Menihek Formation,TRUE,Menihek,FALSE,FALSE,FALSE,26,,,1884,0.8,min,U-Pb ICP-MS,zircons from gabbro sills,Findlay et al. (1995),N,FALSE,Gabbro sills are interpreted as feeder sills to basalt within the stratigraphically higher Menihek Formation; thus provides a minimum age for underlying units.
ML1808,North America,Canada,,Kaniapiskau Supergroup/Labrador Trough,,Menihek Formation,TRUE,Menihek,FALSE,FALSE,FALSE,19,,,1884,0.8,min,U-Pb ICP-MS,zircons from gabbro sills,Findlay et al. (1995),N,FALSE,Gabbro sills are interpreted as feeder sills to basalt within the stratigraphically higher Menihek Formation; thus provides a minimum age for underlying units.
ML1809,North America,Canada,,Kaniapiskau Supergroup/Labrador Trough,,Menihek Formation,TRUE,Menihek,FALSE,FALSE,FALSE,653,,,1884,0.8,min,U-Pb ICP-MS,zircons from gabbro sills,Findlay et al. (1995),N,FALSE,Gabbro sills are interpreted as feeder sills to basalt within the stratigraphically higher Menihek Formation; thus provides a minimum age for underlying units.
Moose Point,North America,Canada,,Huronian Supergroup,,Thessalon Formation,TRUE,Copper Cliff Rhyolite,FALSE,FALSE,FALSE,0,,,2452.5,3.1,max,U-Pb ID-TIMS,zircons from rhyolite,Ketchum et al. (2013),N,FALSE,Depositional age for stratigraphically lower unit provides a maximum age for section.
Moose Point,North America,Canada,,Huronian Supergroup,,Gordon Lake Formation,TRUE,Gordon Lake Tuffs,FALSE,FALSE,FALSE,298,,,2318,4,min,U-Pb SHRIMP,zircons from tuff,Rasmussen et al. (2024),N,FALSE,Depositional age for stratigraphically higher Gordon Lake formation provides a minimum age constraint for the section. 
Quirke Lake,North America,Canada,,Huronian Supergroup,,Thessalon Formation,TRUE,Copper Cliff Rhyolite,FALSE,FALSE,FALSE,,715,,2452.5,3.1,max,U-Pb ID-TIMS,zircons from rhyolite,Ketchum et al. (2013),N,FALSE,Depositional age for stratigraphically lower unit provides a maximum age for section.
Quirke Lake,North America,Canada,,Huronian Supergroup,,Gordon Lake Formation,TRUE,Gordon Lake Tuffs,FALSE,FALSE,FALSE,,524,,2318,4,min,U-Pb SHRIMP,zircons from tuff,Rasmussen et al. (2024),N,FALSE,Depositional age for stratigraphically higher Gordon Lake formation provides a minimum age constraint for the section. 
Seward and Pistolet Groups,North America,Canada,,Kaniapiskau Supergroup/Labrador Trough,,Dyke intruding the Seward Group,FALSE,Seward Group intrusive,FALSE,TRUE,FALSE,1.5,,,2169,2,min for Seward Group,U-Pb ID-TIMS,zircons from intrusive gabbro sill,Rohon et al. (1993),N,FALSE,
Seward and Pistolet Groups,North America,Canada,,Kaniapiskau Supergroup/Labrador Trough,,Dyke intruding the Bacchus Formation,TRUE,Bacchus,FALSE,FALSE,FALSE,4,,,2142,2,none/max,,zircons from rhyolite dyke,"T. Krogh, cited in Clark, 1984",N,FALSE,Reported uncertainty is +4/-2; using higher value for sigma of normal distribution. Age for dyke provides a minimum age for the level sampled and below (Swampy Bay group/Bacchus Formation in the eastern Labrador Trough); this succession is beneath the correlative Swampy Bay group sediments in the western Labrador Trough. Note on formation nomenclature: https://gq.mines.gouv.qc.ca/lexique-stratigraphique/province-de-churchill/formation-de-mistamisk_en/ 
UN-16-27,North America,Canada,Union Island Group,,,Upper Dolomite Formation,TRUE,Upper Dolomite DZ,FALSE,FALSE,FALSE,-1,,,2026,9.5,max,U-Pb LA-MC-ICPMS,detrital zircon from quartz pebble conglomerate,Sheen et al. (2019),N,FALSE,"Age is interpreted as ""the maximum deposition age for the conglomerate bed and hence a maximum deposition age estimate for the upper dolomite formation"" (Sheen et al. 2019)"
UN-16-27,North America,Canada,Wilson Island Group,Great Slave Supergoup,,,TRUE,Wilson Island Group,FALSE,FALSE,FALSE,135,,,1928,5.5,min,,zircons from felsite,Bowring et al. (1984),N,FALSE,"Interpreted as a minimum age for the Wilson Island Group, which directly overlies the Union Island Group (there is some uncertainty in this relationship; however, Sheen et al. 2019 concurs that the Wilson Island Group is younger than the Union Island Group based on age constraints and detrital zircon populations from both groups. The exact relationship between the two groups remains unresolved (""field evidence for primary stratigraphic contacts between the Wilson Island and Union Island groups have not been reported; the two groups are everywhere separated by the McDonald Fault""; Sheen et al. 2019). "
UN-16-31,North America,Canada,,,Godspeed Lake area,Slave Craton basement (monzogranite),TRUE,Slave Craton basement,FALSE,FALSE,FALSE,-1,,,2581,2,max,U-Pb ID-TIMS,zircon and monazite from biotite monzogranite,Cairns et. al. (2005) ref. in Kjarsgaard et al. (2013b),N,FALSE,Minimum crystallization age of basement in the study area; provides a more conservative maximum than the Simpson Island Dyke age. This is the date corresponding to the ca. 2622-2581 Ma basement age from Kjarsgaard et al. (2013b) included in Sheen et al. (2019) stratigraphic column/age constriant summary. 
UN-16-31,North America,Canada,Union Island Group,,,Lower basalt formation,TRUE,Union Island basalt,FALSE,FALSE,FALSE,22,,,2045.8,0.5,min,U-Pb ID-TIMS,zircons from trachyandesite/trachyte,Sheen et al. (2019),N,FALSE,"Age interpreted as timing of tranchyandesite/trachyte volcanism in the lower basalt unit of the Union Island Group, which is stratigraphically higher than the Lower Dolomite Formation; therefore provides a minimum age for the section."
UN-16-34,North America,Canada,,,Godspeed Lake area,Slave Craton basement (monzogranite),TRUE,Slave Craton basement,FALSE,FALSE,FALSE,-1,,,2581,2,max,U-Pb ID-TIMS,zircon and monazite from biotite monzogranite,Cairns et. al. (2005) ref. in Kjarsgaard et al. (2013b),N,FALSE,Minimum crystallization age of basement in the study area; provides a more conservative maximum than the Simpson Island Dyke age. This is the date corresponding to the ca. 2622-2581 Ma basement age from Kjarsgaard et al. (2013b) included in Sheen et al. (2019) stratigraphic column/age constriant summary. 
UN-16-34,North America,Canada,Union Island Group,,,Lower basalt formation,TRUE,Union Island basalt,FALSE,FALSE,FALSE,21,,,2045.8,0.5,min,U-Pb ID-TIMS,zircons from trachyandesite/trachyte,Sheen et al. (2019),N,FALSE,"Age interpreted as timing of tranchyandesite/trachyte volcanism in the lower basalt unit of the Union Island Group, which is stratigraphically higher than the Lower Dolomite Formation; therefore provides a minimum age for the section."
UN-16-35,North America,Canada,,,Godspeed Lake area,Slave Craton basement (monzogranite),TRUE,Slave Craton basement,FALSE,FALSE,FALSE,-1,,,2581,2,max,U-Pb ID-TIMS,zircon and monazite from biotite monzogranite,Cairns et. al. (2005) ref. in Kjarsgaard et al. (2013b),N,FALSE,Minimum crystallization age of basement in the study area; provides a more conservative maximum than the Simpson Island Dyke age. This is the date corresponding to the ca. 2622-2581 Ma basement age from Kjarsgaard et al. (2013b) included in Sheen et al. (2019) stratigraphic column/age constriant summary. 
UN-16-35,North America,Canada,Union Island Group,,,Lower basalt formation,TRUE,Union Island basalt,FALSE,FALSE,FALSE,33,,,2045.8,0.5,min,U-Pb ID-TIMS,zircons from trachyandesite/trachyte,Sheen et al. (2019),N,FALSE,"Age interpreted as timing of tranchyandesite/trachyte volcanism in the lower basalt unit of the Union Island Group, which is stratigraphically higher than the Lower Dolomite Formation; therefore provides a minimum age for the section."
UN-16-6,North America,Canada,Union Island Group,,,Upper Dolomite Formation,TRUE,Upper Dolomite DZ,FALSE,FALSE,FALSE,-1,,,2026,9.5,max,U-Pb LA-MC-ICPMS,detrital zircon from quartz pebble conglomerate,Sheen et al. (2019),N,FALSE,"Age is interpreted as ""the maximum deposition age for the conglomerate bed and hence a maximum deposition age estimate for the upper dolomite formation"" (Sheen et al. 2019)"
UN-16-6,North America,Canada,Wilson Island Group,Great Slave Supergoup,,,TRUE,Wilson Island Group,FALSE,FALSE,FALSE,41,,,1928,5.5,min,,zircons from felsite,Bowring et al. (1984),N,FALSE,"Interpreted as a minimum age for the Wilson Island Group, which directly overlies the Union Island Group (there is some uncertainty in this relationship; however, Sheen et al. 2019 concurs that the Wilson Island Group is younger than the Union Island Group based on age constraints and detrital zircon populations from both groups. The exact relationship between the two groups remains unresolved (""field evidence for primary stratigraphic contacts between the Wilson Island and Union Island groups have not been reported; the two groups are everywhere separated by the McDonald Fault""; Sheen et al. 2019). "
Watterson Formation,North America,Canada,Hurwitz Group,,,Watterson Formation,FALSE,Watterson DZ,FALSE,FALSE,FALSE,0,,,1960,1.1,max,U-Pb SHRIMP,"detrital zircons in fine grained, carbonate-cemented quartz wacke)",Davis et al. (2005),N,FALSE,"Maximum age from detrital zircons in the formation. Note that position of the dated sample within the formation is uncertain (described as from near the middle of the Watterson Formation), and its stratigraphic relationship with the studied stromatolite sample is unknown."
Watterson Formation,North America,Canada,Kiyuk Group,,,K3,FALSE,Kiyuk Group titanite,FALSE,FALSE,FALSE,2,,,1815,5,min,U-Pb,hydrothermal-metamorphic titanite,Aspler et al. (2002b),N,FALSE,Crystallization age of hydrothermal-metamorphic titanite in stratigraphically overlying formation provides a minimum age for the Hurwitz Group. Note that titanite ages from within the Hurwitz Group (Watterson Formation) yielded a younger age of 1757 +7/-3 Ma.
18224,North America,USA,Mille Lacs Group,Marquette Range Supergroup,,Fort Frances dyke (diabase intrusion in the McGrath Gneiss),TRUE,Fort Frances dyke,FALSE,FALSE,FALSE,,515,,2076,2.5,max,U-Pb ID-TIMS,zircons and badelleyite,Buchan et al. (1996) ,N,FALSE,"According to Bekker et al. (2006), the Denham Formation sits unconformably on the McGrath Gneiss (which is intruded by this dike). The dike is truncated by an unconformity and overlain by the Chocolay Group, providing a maximum age for overlying units (see interpretation in Martin et al. 2013). Bekker et al. (2006) suggest the sediments of the Mille Lacs Group may be associated with this 2076 Ma dike swarm, but does not discuss this date as a maximum age constraint."
18224,North America,USA,Mille Lacs Group,Marquette Range Supergroup,,Mille Lacs Granite,TRUE,Mille Lacs Granite,FALSE,FALSE,FALSE,,390,,2009,3.5,min,U-Pb ID-TIMS,zircons from intrusive granite,Holm et al. (2005),N,FALSE,Intrudes the Trout Lake Formation (minimum age for section).
A-6,North America,USA,Mille Lacs Group,Marquette Range Supergroup,,Fort Frances dyke (diabase intrusion in the McGrath Gneiss),TRUE,Fort Frances dyke,FALSE,FALSE,FALSE,,3010,,2076,2.5,max,U-Pb ID-TIMS,zircons and badelleyite,Buchan et al. (1996) ,N,FALSE,"According to Bekker et al. (2006), the Denham Formation sits unconformably on the McGrath Gneiss (which is intruded by this dike). The dike is truncated by an unconformity and overlain by the Chocolay Group, providing a maximum age for overlying units (see interpretation in Martin et al. 2013). Bekker et al. (2006) suggest the sediments of the Mille Lacs Group may be associated with this 2076 Ma dike swarm, but does not discuss this date as a maximum age constraint."
A-6,North America,USA,Mille Lacs Group,Marquette Range Supergroup,,Mille Lacs Granite,TRUE,Mille Lacs Granite,FALSE,FALSE,FALSE,,2985,,2009,3.5,min,U-Pb ID-TIMS,zircons from intrusive granite,Holm et al. (2005),N,FALSE,Intrudes the Glen Township Formation (minimum age for section).
Black Hills,North America,USA,Nemo Group,Snowy Pass Supergroup,,Little Elk Granite (Archean),FALSE,Little Elk Granite,FALSE,FALSE,FALSE,0,,,2559,3,max,U-Pb SHRIMP,zircons from granite,McCombs et al. (2001); McCombs et al. (2004),N,FALSE,Both rift successions in the Black Hills (including units in this section) are younger than the dated Little Elk Granite.
Black Hills,North America,USA,Nemo Group,Snowy Pass Supergroup,,Blue Draw Metagabbro,FALSE,Blue Draw Metagabbro,FALSE,TRUE,FALSE,10,,,2170,60,min for Boxelder Formation,U-Pb,zircons from metagabbro,"Redden et al. (1990), ref. in Bekker et al. (2003a)",N,FALSE,Age for metagabbro sill intruding the lower rift succession (Boxelder and Benchmark Iron Formation) in the Black Hills provides a minimum age constraint for the Boxelder Formation.
Black Hills,North America,USA,Nemo Group,Snowy Pass Supergroup,,Roberts Draw intrusive,FALSE,Roberta Draw intrusive,FALSE,FALSE,FALSE,23,,,1974,4,min,U-Pb,zircons from metagabbro,"Redden et al. (1990), ref. in Bekker et al. (2003a)",N,FALSE,Age for metagabbro sill intruding the Roberts Draw Formation; provides a minimum age constraint for the section. 
BM-1,North America,USA,Mille Lacs Group,Marquette Range Supergroup,,Fort Frances dyke (diabase intrusion in the McGrath Gneiss),TRUE,Fort Frances dyke,FALSE,FALSE,FALSE,,2874,,2076,2.5,max,U-Pb ID-TIMS,zircons and badelleyite,Buchan et al. (1996) ,N,FALSE,"According to Bekker et al. (2006), the Denham Formation sits unconformably on the McGrath Gneiss (which is intruded by this dike). The dike is truncated by an unconformity and overlain by the Chocolay Group, providing a maximum age for overlying units (see interpretation in Martin et al. 2013). Bekker et al. (2006) suggest the sediments of the Mille Lacs Group may be associated with this 2076 Ma dike swarm, but does not discuss this date as a maximum age constraint."
BM-1,North America,USA,Mille Lacs Group,Marquette Range Supergroup,,Mille Lacs Granite,TRUE,Mille Lacs Granite,FALSE,FALSE,FALSE,,2322,,2009,3.5,min,U-Pb ID-TIMS,zircons from intrusive granite,Holm et al. (2005),N,FALSE,Intrudes the Denham Formation (minimum age for section).
Kona Dolomite,North America,USA,Chocolay Group,Marquette Range Supergroup,,Enchantment Lake Formation,TRUE,Enchantment Lake DZ,FALSE,FALSE,FALSE,0,,,2317,3,max,U-Pb SHRIMP,detrital zircons,Vallini et al. (2006),N,FALSE,Youngest detrital zircon population in stratigraphically lower Enchantment Lake Formation provides a  maximum age for overlying units (including the Kona Dolomite).
Kona Dolomite,North America,USA,Chocolay Group,Marquette Range Supergroup,,Wewe Slate,TRUE,Wewe Slate,FALSE,FALSE,FALSE,521,,,2174,4.5,min,U-Pb SHRIMP,zircons from tuff bands,Rasmussen et al. (2024),N,FALSE,"Depositional age for the lower Wewe Slate Formation, which conformably overlies the Kona Dolomite, provides a minimum age for the section."
Kona Dolomite - Planavsky et al. (2012),North America,USA,Chocolay Group,Marquette Range Supergroup,,Enchantment Lake Formation,TRUE,Enchantment Lake DZ,FALSE,FALSE,FALSE,0,,,2317,3,max,U-Pb SHRIMP,detrital zircons,Vallini et al. (2006),N,FALSE,Youngest detrital zircon population in stratigraphically lower Enchantment Lake Formation provides a  maximum age for overlying units (including the Kona Dolomite).
Kona Dolomite - Planavsky et al. (2012),North America,USA,Chocolay Group,Marquette Range Supergroup,,Wewe Slate,TRUE,Wewe Slate,FALSE,FALSE,FALSE,493,,,2174,4.5,min,U-Pb SHRIMP,zircons from tuff bands,Rasmussen et al. (2024),N,FALSE,"Depositional age for the lower Wewe Slate Formation, which conformably overlies the Kona Dolomite, provides a minimum age for the section."
Nash Fork,North America,USA,,,,Baggot Rocks Granite,TRUE,Baggot Rocks Granite,FALSE,FALSE,FALSE,0,,,2450.2,0.85,max,U-Pb CA-ID-TIMS,zircons from intrusive granite,Mammone et al. (2022),N,FALSE,"Granite intrudes basement and is truncated by the Deep Lake Group, providing a maximum age for the Snowy Pass Supergroup. Zircons come from the same sample dated by Premo and van Schmus (1989), but this age is more reliable (concordant analyses)."
Nash Fork,North America,USA,,,,Nash Fork,TRUE,Upper Nash Fork DZ,TRUE,FALSE,FALSE,1240,,,2081,5,,U-Pb LA-ICP-MS,detrital zircons from quartzite,Mammone et al. (2022),N,FALSE,"Maximum depositional age for upper Nash Fork Formation; positioned below the U1 member in section. Note that alternative (more conservative) approach to MDA calculation yields age of 2118 +/- 2.4 Ma (MSWD = 0.97); this approach uses the youngest statistical population by ""calculating the weighted average of the youngest mode of 2 or more grains with a MSWD of about 1"" (Mammone et al. 2022).  Youngest single grain is 2066 +/- 9 Ma. "
Nash Fork,North America,USA,,,,Keystone Quartz Diorite,TRUE,Keystone Quartz Diorite,FALSE,FALSE,FALSE,1733,,,1781,3.5,min,U-Pb ID-TIMS,zircons from diorite,Premo and Van Schmus (1989),N,FALSE,"Note that Hodgskiss et al. (2023) data compilation refers to an older (2011 Ma) age for intrusive dikes from Cox et al. (2000), but unable to access the source, and unclear which units the dikes intrude. Therefore, adopting this more conservative minimum age. "
Nash Fork - Planavsky,North America,USA,,,,Baggot Rocks Granite,TRUE,Baggot Rocks Granite,FALSE,FALSE,FALSE,0,,,2450.2,0.85,max,U-Pb CA-ID-TIMS,zircons from intrusive granite,Mammone et al. (2022),N,FALSE,"Granite intrudes basement and is truncated by the Deep Lake Group, providing a maximum age for the Snowy Pass Supergroup. Zircons come from the same sample dated by Premo and van Schmus (1989), but this age is more reliable (concordant analyses)."
Nash Fork - Planavsky,North America,USA,,,,Keystone Quartz Diorite,TRUE,Keystone Quartz Diorite,FALSE,FALSE,FALSE,38,,,1781,3.5,min,U-Pb ID-TIMS,zircons from diorite,Premo and Van Schmus (1989),N,FALSE,"Note that Hodgskiss et al. (2023) data compilation refers to an older (2011 Ma) age for intrusive dikes from Cox et al. (2000), but unable to access the source, and unclear which units the dikes intrude. Therefore, adopting this more conservative minimum age. "
Randville Dolomite,North America,USA,Chocolay Group,Marquette Range Supergroup,,Sturgeon Quartzite,FALSE,Sturgeon Quartzite DZ,FALSE,FALSE,FALSE,0,,,2306,4.5,max,U-Pb SIMS,detrital zircons from quartzite,Vallini et al. (2006) ,N,FALSE,Detrital age from underlying Sturgeon Quartzite provides a maximum age for section.
Randville Dolomite,North America,USA,Menominee Group,Marquette Range Supergroup,,Sturgeon Quartzite,FALSE,Sturgeon Quartzite xenotime,FALSE,FALSE,FALSE,2,,,2115,5,min,U-Pb SHRIMP,hydrothermal xenotime crystal ,Vallini et al. (2006),N,FALSE,"Xenotime age dates basinal hydrothermal fluid flow; dated material comes from the Sturgeon Quartzite, which underlies the Randville Dolomite. Given interpretation and conformable contact between the two units, also serves as a minimum age for the Randville Dolomite. Reported 5 Myr precision is 1-sigma. "
Snowy Pass Supergroup Composite,North America,USA,,,,Baggot Rocks Granite,TRUE,Baggot Rocks Granite,FALSE,FALSE,FALSE,17,,,2450.2,0.85,max,U-Pb CA-ID-TIMS,zircons from intrusive granite,Mammone et al. (2022),N,FALSE,"Granite intrudes basement and is truncated by the Deep Lake Group, providing a maximum age for the Snowy Pass Supergroup. Zircons come from the same sample dated by Premo and van Schmus (1989), but this age is more reliable (concordant analyses)."
Snowy Pass Supergroup Composite,North America,USA,,,,Bennett Peak mafic sill,TRUE,Bennett Peak sill,FALSE,TRUE,FALSE,90,,,2094.3,0.8,min for Vagner Formation,U-Pb,zircons from sill,Mammone et al. (2022),N,FALSE,"Intrudes the Deep Lake Group and underlying Phantom Lake Metamorphic Suite in the Medicine Bow Mountains (see Figure 6, Mammone et al. 2022). Provides a tighter minimum age for the Vagner Formation than the Kennedy Dike Swarm age from Cox et al. (2000)."
Snowy Pass Supergroup Composite,North America,USA,,,,Nash Fork,TRUE,Upper Nash Fork DZ,TRUE,FALSE,FALSE,1360,,,2081,5,,U-Pb LA-ICP-MS,detrital zircons from quartzite,Mammone et al. (2022),N,FALSE,"Maximum depositional age for upper Nash Fork Formation; positioned below the U1 member in section. Note that alternative (more conservative) approach to MDA calculation yields age of 2118 +/- 2.4 Ma (MSWD = 0.97); this approach uses the youngest statistical population by ""calculating the weighted average of the youngest mode of 2 or more grains with a MSWD of about 1"" (Mammone et al. 2022).  Youngest single grain is 2066 +/- 9 Ma. "
Snowy Pass Supergroup Composite,North America,USA,,,,Keystone Quartz Diorite,TRUE,Keystone Quartz Diorite,FALSE,FALSE,FALSE,1848,,,1781,3.5,min,U-Pb ID-TIMS,zircons from diorite,Premo and Van Schmus (1989),N,FALSE,"Note that Hodgskiss et al. (2023) data compilation refers to an older (2011 Ma) age for intrusive dikes from Cox et al. (2000), but unable to access the source, and unclear which units the dikes intrude. Therefore, adopting this more conservative minimum age. "
Snowy Pass Supergroup Composite - Sierra Madre,North America,USA,Deep Lake Group,Snowy Pass Supergroup,,Magnolia Formation,TRUE,Magnolia DZ,FALSE,FALSE,FALSE,-1,,,2451,4.5,max,U-Pb ID-TIMS,detrital zircons,Premo and Van Schmus (1989),N,FALSE,Detrital zircon age from the Magnolia Formation (at the base of the Snowy Pass Supergroup) provides a maximum age for all overlying units.
Snowy Pass Supergroup Composite - Sierra Madre,North America,USA,,Snowy Pass Supergroup,,Slaughterhouse Formation,FALSE,Slaugherhouse DZ,TRUE,FALSE,FALSE,24,,,2334,5.5,max for Slaugherhouse Formation and above,U-Pb LA-ICP-MS,detrital zircons,Mammone et al. (2022),N,FALSE,Detrital zircons provide maximum depositional age for the Slaughterhouse Formation. 
